client_id,client_type,first_name,last_name,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,is_investor,engagement_score,sale_price,price_per_sqft,floor_area_sqft,properties_bought,cluster,segment,investment_profile,investment_score
C1070,Individual,Virginia,Rogers,F,Germany,Bavaria,Home,5,No,Agency,0,5,1286265.1400000001,291.8865314648721,1471.8999999999999,3,1,Premium Investors,Moderate Investor,0.3084067466440228
C1071,Individual,Aaron,Johnson,M,Usa,Texas,Home,2,No,Agency,0,2,1047375.62,294.39774298838563,874.6275,4,3,High-Value Clients,Low Potential,0.23861290466533336
C1072,Individual,Kimberly,Jones,F,Usa,Utah,Home,3,No,Agency,0,3,829884.93,288.56963894241676,979.0866666666667,3,3,High-Value Clients,Low Potential,0.1750674010148383
C1073,Individual,Carl,Collins,M,Usa,California,Investment,2,No,Website,1,2,1197808.83,315.7428127942344,952.0525,4,0,Budget Buyers,Low Potential,0.2825725467067562
C1074,Individual,George,Foster,M,Uk,Northern Ireland,Home,1,No,Website,0,1,1004700.45,306.02898987266514,1092.5400000000002,3,3,High-Value Clients,Low Potential,0.22614907512445687
C1075,Individual,Carolyn,Watson,F,Mexico,Baja California,Home,3,No,Website,0,3,1178400.08,291.1346820030751,984.9525,4,3,High-Value Clients,Low Potential,0.27689231721990537
C1076,Individual,Betty,Thompson,F,Usa,Florida,Investment,3,No,Agency,1,3,884169.44,303.95564128129627,976.8166666666666,3,0,Budget Buyers,Low Potential,0.19093349374512697
C1077,Individual,Peter,Griffin,M,Usa,Texas,Investment,2,No,Agency,1,2,1467449.24,300.2193199381815,1245.935,4,0,Budget Buyers,High Potential Investor,0.3613458300430194
C1078,Individual,Joshua,Howard,M,Usa,Ohio,Home,1,No,Agency,0,1,1247337.58,317.94679041186913,1303.7766666666666,3,1,Premium Investors,Moderate Investor,0.29704365099193136
C1079,Individual,Steven,Hayes,M,Usa,California,Investment,4,Yes,Website,1,4,1151228.31,285.64249887077904,1336.61,3,0,Budget Buyers,Low Potential,0.26895145626247674
C1080,Individual,Hannah,Stewart,F,Uk,England,Investment,4,No,Agency,1,4,1594795.52,282.1009486357786,1425.28,4,0,Budget Buyers,High Potential Investor,0.3985448223943026
C1081,Company,Meridian,Co,M,Russia,Novosibirsk,Home,4,Yes,Agency,0,4,1006584.7,279.70752797696326,1203.39,3,3,High-Value Clients,Low Potential,0.22668933231636018
C1082,Individual,Patricia,Martin,F,Usa,Oregon,Investment,5,Yes,Website,1,5,829499.85,292.43153921750064,953.1133333333333,3,0,Budget Buyers,Low Potential,0.17495649614611153
C1083,Individual,Pamela,Jackson,F,Usa,Colorado,Investment,4,No,Agency,1,4,1145122.1,299.9984868272559,939.4875,4,0,Budget Buyers,Low Potential,0.2671732262253035
C1084,Individual,Sarah,Hansen,F,France,Ile-De-France,Home,4,No,Agency,0,4,1357921.15,303.3563463175702,1136.6925,4,1,Premium Investors,Moderate Investor,0.3293467452018155
C1085,Individual,Sarah,Flores,F,Australia,Queensland,Investment,1,No,Client,1,1,797675.03,273.38861448511835,994.8266666666667,3,0,Budget Buyers,Low Potential,0.16565099825591667
C1086,Individual,Timothy,Montgomery,M,Usa,Colorado,Home,1,Yes,Website,0,1,1339827.27,332.96019753387134,1030.21,4,3,High-Value Clients,Moderate Investor,0.32407188973268286
C1087,Individual,Matthew,Owens,M,Usa,Colorado,Home,3,No,Website,0,3,1878433.21,297.17530966468473,1575.1075,4,1,Premium Investors,High Potential Investor,0.4814194348282258
C1088,Individual,Nicholas,Stewart,M,Usa,Utah,Home,4,Yes,Agency,0,4,802271.19,298.33613271119646,883.7466666666666,3,3,High-Value Clients,Low Potential,0.16700345359887203
C1089,Individual,Madison,Ward,F,Usa,Utah,Home,1,Yes,Website,0,1,959344.08,293.88221582972517,828.375,4,3,High-Value Clients,Low Potential,0.21289302113894443
C1090,Individual,Laura,Moore,F,Canada,Alberta,Home,3,Yes,Client,0,3,1217272.58,287.55351459580817,1396.0966666666666,3,1,Premium Investors,Moderate Investor,0.2882478883107364
C1091,Individual,Arthur,Phillips,M,Usa,Nevada,Home,1,Yes,Agency,0,1,741797.49,289.5807889521602,853.6566666666668,3,3,High-Value Clients,Low Potential,0.14933178021905863
C1092,Individual,Terry,Adams,M,Usa,Oregon,Investment,2,No,Website,1,2,1213248.05,290.88400827499936,1452.2633333333333,3,0,Budget Buyers,Moderate Investor,0.2870734586793326
C1093,Individual,Adam,Allen,M,Usa,Oregon,Home,1,Yes,Website,0,1,805402.8300000001,297.64989318099333,900.46,3,3,High-Value Clients,Low Potential,0.1679181400167697
C1094,Individual,Sarah,Cook,F,Usa,Washington,Home,2,Yes,Website,0,2,1631407.56,321.910050441513,1273.5475000000001,4,1,Premium Investors,High Potential Investor,0.40925696770701875
C1095,Individual,Cynthia,Howard,F,Usa,California,Home,3,No,Agency,0,3,1454366.24,287.07973244706454,1264.0125,4,1,Premium Investors,High Potential Investor,0.35751822715539816
C1096,Individual,Grace,Edwards,F,Usa,New York,Home,2,No,Client,0,2,1756661.91,324.96820599709486,1339.695,4,1,Premium Investors,High Potential Investor,0.44585302193977827
C1097,Individual,Teresa,Pierce,F,Canada,Alberta,Home,3,Yes,Agency,0,3,1064342.81,318.3470635810819,1162.6166666666666,3,3,High-Value Clients,Low Potential,0.24357924841647705
C1098,Individual,Paul,Young,M,Usa,California,Investment,3,No,Client,1,3,1187774.23,309.5473952289038,1290.0866666666668,3,0,Budget Buyers,Low Potential,0.27963818552904657
C1099,Individual,Joan,Scott,F,Usa,Colorado,Home,3,No,Agency,0,3,1426501.12,309.2715698339898,1153.0825,4,1,Premium Investors,High Potential Investor,0.3493856757749467
C1100,Individual,Frank,Thomas,M,Russia,Novosibirsk,Home,1,No,Website,0,1,1314225.5899999999,310.0783216572116,1042.1725000000001,4,3,High-Value Clients,Moderate Investor,0.3165830763785047
C1101,Individual,Matthew,King,M,Belgium,Flanders,Home,5,No,Website,0,5,1037914.4299999999,301.7278462138911,868.5725,4,3,High-Value Clients,Low Potential,0.23585153715766305
C1102,Company,Harmon,Co,M,Germany,Berlin,Home,2,No,Agency,0,2,1248456.03,317.67184899825617,993.0625,4,3,High-Value Clients,Moderate Investor,0.2973705099453402
C1103,Individual,Jose,Johnson,M,Belgium,Wallonia,Home,4,No,Agency,0,4,1206840.81,305.2775463875523,997.415,4,3,High-Value Clients,Moderate Investor,0.2852071956302745
C1104,Individual,Christian,Weaver,M,Usa,Utah,Investment,5,Yes,Website,1,5,893996.19,291.7482554350695,1025.0133333333333,3,0,Budget Buyers,Low Potential,0.19379976491565587
C1105,Individual,Roger,Ward,M,Usa,Nevada,Home,3,Yes,Website,0,3,1623510.31,293.87506553912937,1365.9450000000002,4,1,Premium Investors,High Potential Investor,0.4069387512423761
C1106,Individual,Sean,Martin,M,Usa,California,Home,1,No,Agency,0,1,773499.85,307.9397570403658,842.68,3,3,High-Value Clients,Low Potential,0.15860123321889424
C1107,Individual,Frank,Hayes,M,Canada,British Columbia,Home,1,No,Website,0,1,1156527.59,301.14564940979614,1268.0466666666669,3,1,Premium Investors,Low Potential,0.27050565916599306
C1108,Individual,Helen,Ward,F,Australia,South Australia,Home,4,No,Website,0,4,1069904.1,294.7851453769064,1238.36,3,3,High-Value Clients,Low Potential,0.24519488080759677
C1109,Individual,Rebecca,Anderson,F,Usa,California,Home,1,Yes,Client,0,1,1756965.37,301.4131185315214,1458.93,4,1,Premium Investors,High Potential Investor,0.44593250620657365
C1110,Individual,Harold,Watson,M,Usa,New York,Home,5,Yes,Website,0,5,1445458.33,318.9166393822343,1152.9099999999999,4,1,Premium Investors,High Potential Investor,0.35492805505866426
C1111,Company,Corvus,Co,M,Usa,California,Home,4,Yes,Website,0,4,885146.14,323.9129182993204,897.3100000000001,3,3,High-Value Clients,Low Potential,0.19122652774154403
C1112,Individual,Donald,Green,M,Usa,Nevada,Investment,3,Yes,Website,1,3,961599.4199999999,326.2803977244216,975.9433333333333,3,0,Budget Buyers,Low Potential,0.21356447461915112
C1113,Individual,Brenda,Martin,F,Usa,Texas,Investment,2,No,Client,1,2,1162770.88,304.61097821969054,942.0350000000001,4,0,Budget Buyers,Low Potential,0.2723313683800533
C1114,Individual,Cheryl,Wood,F,Usa,California,Home,3,No,Website,0,3,872825.73,268.4954114712071,1072.7266666666667,3,3,High-Value Clients,Low Potential,0.18760535442637744
C1115,Individual,Joseph,Bell,M,Usa,Colorado,Home,3,Yes,Agency,0,3,1054599.19,316.35871256065496,1108.9966666666667,3,3,High-Value Clients,Low Potential,0.24073173488772526
C1116,Individual,Angela,Freeman,F,Usa,California,Home,1,Yes,Agency,0,1,766951.9500000001,291.23958841858274,879.3433333333332,3,3,High-Value Clients,Low Potential,0.156681664303651
C1117,Individual,Rebecca,Patterson,F,Mexico,Mexico City,Home,5,Yes,Website,0,5,1149629.49,280.3384349684571,1047.99,4,3,High-Value Clients,Low Potential,0.26848236914146695
C1118,Company,Caldera,Co,M,Uk,Scotland,Investment,2,Yes,Website,1,2,859368.99,290.7041020975858,983.3166666666666,3,0,Budget Buyers,Low Potential,0.1836825228011006
C1119,Individual,Larry,Green,M,Usa,Oregon,Home,1,Yes,Website,0,1,938703.6599999999,327.5590450489572,949.9033333333333,3,3,High-Value Clients,Low Potential,0.2068755491828963
C1120,Individual,Kathleen,Carter,F,Usa,Arizona,Home,1,No,Website,0,1,1371211.29,312.88671385451624,1123.6174999999998,4,1,Premium Investors,Moderate Investor,0.3332333636558029
C1121,Individual,Carolyn,Gray,F,Usa,California,Home,1,No,Client,0,1,1014661.78,291.2511892427533,1124.5,3,3,High-Value Clients,Low Potential,0.2290536644692951
C1122,Individual,Judith,Evans,F,Usa,California,Home,4,No,Website,0,4,1558949.2,318.8516883734127,1208.8775,4,1,Premium Investors,High Potential Investor,0.38808602251618035
C1123,Individual,Robert,Pierce,M,Usa,Virginia,Home,5,No,Agency,0,5,1241771.44,323.27364041661014,1283.7066666666667,3,1,Premium Investors,Moderate Investor,0.2954194980862483
C1124,Individual,Sharon,Murray,F,Usa,Oregon,Investment,5,Yes,Website,1,5,1272190.01,306.10616888588527,1040.8899999999999,4,0,Budget Buyers,Moderate Investor,0.3043003260912396
C1125,Individual,Ronald,Price,M,Usa,Oregon,Home,3,No,Agency,0,3,1186907.08,307.51701187478665,1332.34,3,1,Premium Investors,Low Potential,0.27938394683418427
C1126,Company,Elara,Co,M,Usa,Virginia,Home,1,Yes,Website,0,1,893488.2,292.2085361059286,1015.9399999999999,3,3,High-Value Clients,Low Potential,0.19365143023379816
C1127,Individual,Ann,Cooper,F,Uk,England,Investment,1,No,Website,1,1,838728.4,300.49428607077675,932.37,3,0,Budget Buyers,Low Potential,0.17765589084997607
C1128,Individual,Brian,Montgomery,M,Usa,California,Investment,1,No,Website,1,1,1186634.53,296.58207301336256,1330.8533333333332,3,0,Budget Buyers,Low Potential,0.2793001550798893
C1129,Individual,Martha,Hansen,F,Usa,Colorado,Investment,5,No,Agency,1,5,1463125.26,289.99242072016574,1219.4375,4,0,Budget Buyers,High Potential Investor,0.3600785330748563
C1130,Individual,Tiffany,Parker,F,Usa,Arizona,Home,5,No,Website,0,5,647712.6,308.8972675263463,712.8433333333334,3,3,High-Value Clients,Low Potential,0.12185104888644117
C1131,Individual,Cheryl,Kim,F,Usa,California,Investment,3,No,Website,1,3,1210500.79,304.22771450311956,1317.7333333333333,3,0,Budget Buyers,Moderate Investor,0.28627600516462504
C1132,Individual,Terry,Roberts,M,Usa,New York,Home,2,Yes,Website,0,2,1383901.27,316.1775561422482,1448.82,3,1,Premium Investors,Moderate Investor,0.33694201131994905
C1133,Individual,Jason,Hansen,M,Usa,Oregon,Investment,3,No,Website,1,3,1427019.92,300.5105741068888,1210.7375000000002,4,0,Budget Buyers,High Potential Investor,0.34953393518938786
C1134,Individual,Dorothy,Bennett,F,Usa,California,Investment,1,No,Website,1,1,1088583.78,305.8142695003933,905.0375,4,0,Budget Buyers,Low Potential,0.25065700702976285
C1135,Individual,Melissa,Phillips,F,Russia,Moscow Oblast,Investment,5,Yes,Client,1,5,1186082.75,310.18037672015083,1303.4733333333334,3,0,Budget Buyers,Low Potential,0.27914424185705805
C1136,Individual,Shirley,Weaver,F,Usa,California,Home,3,Yes,Agency,0,3,1016844.64,333.70262237392313,1023.8800000000001,3,3,High-Value Clients,Low Potential,0.22970795553098594
C1137,Individual,Carol,Price,F,Usa,Nevada,Home,4,Yes,Agency,0,4,1114902.43,324.2515926101251,1140.1733333333334,3,3,High-Value Clients,Low Potential,0.2583532699477513
C1138,Individual,George,Green,M,Usa,Oregon,Home,1,No,Website,0,1,840602.9199999999,295.5658414604464,952.0733333333334,3,3,High-Value Clients,Low Potential,0.17820154159834656
C1139,Individual,Tiffany,Green,F,Usa,California,Home,4,Yes,Client,0,4,1297382.59,309.4276922307376,1439.256666666667,3,1,Premium Investors,Moderate Investor,0.31166170303694335
C1140,Individual,Billy,Jackson,M,Usa,Florida,Home,1,Yes,Website,0,1,1275809.71,330.9722053529248,1277.2733333333333,3,1,Premium Investors,Moderate Investor,0.3053672680594151
C1141,Individual,Kimberly,Montgomery,F,Usa,Arizona,Investment,3,No,Website,1,3,990242.33,303.3971991818051,1101.55,3,0,Budget Buyers,Low Potential,0.2219239992324042
C1142,Individual,Julia,Hughes,F,Usa,Colorado,Home,2,Yes,Agency,0,2,1492680.13,305.6875216980184,1222.37,4,1,Premium Investors,High Potential Investor,0.368719430827471
C1143,Individual,Michael,Garcia,M,Usa,Arizona,Home,2,Yes,Website,0,2,1108329.67,279.2478375354422,1343.8166666666666,3,1,Premium Investors,Low Potential,0.25641541209126645
C1144,Individual,Diane,Young,F,Usa,Georgia,Investment,4,No,Client,1,4,1244666.12,302.4560159525921,1027.0725,4,0,Budget Buyers,Moderate Investor,0.2962574031584219
C1145,Individual,Ethan,King,M,Usa,Nevada,Home,5,No,Website,0,5,1118850.31,290.8141502077893,1267.4066666666668,3,1,Premium Investors,Low Potential,0.25949367432704057
C1146,Individual,Richard,Weaver,M,Usa,California,Investment,2,No,Website,1,2,1037824.43,301.5674926151485,1136.0866666666668,3,0,Budget Buyers,Low Potential,0.23582508250672463
C1147,Individual,Brittany,Edwards,F,Usa,Utah,Home,3,No,Website,0,3,905314.84,283.68967137156125,1010.5300000000001,3,3,High-Value Clients,Low Potential,0.19710343495347737
C1148,Individual,Joshua,Rogers,M,Australia,New South Wales,Home,1,Yes,Agency,0,1,1083677.57,294.26408327270445,1221.3833333333334,3,3,High-Value Clients,Low Potential,0.24921879552455245
C1149,Individual,Kimberly,Thomas,F,Russia,Tatarstan,Home,3,No,Agency,0,3,1277449.99,304.88114561528886,1053.27,4,3,High-Value Clients,Moderate Investor,0.30583653043090503
C1150,Individual,Tiffany,Cook,F,Usa,Nevada,Investment,4,No,Agency,1,4,1476970.3,318.31597010486763,1550.1266666666668,3,0,Budget Buyers,High Potential Investor,0.3641343997139224
C1151,Individual,Tyler,Anderson,M,Usa,Arizona,Investment,2,No,Website,1,2,1760000.3399999999,323.3665425556313,1350.2175,4,0,Budget Buyers,High Potential Investor,0.4468278658178697
C1152,Individual,Jason,Williams,M,Usa,Georgia,Home,1,No,Website,0,1,1654928.32,305.277426135718,1374.585,4,1,Premium Investors,High Potential Investor,0.4161224173288776
C1153,Individual,Scott,Sanders,M,Usa,California,Home,1,No,Website,0,1,1007630.0,284.8708308993425,1170.3533333333332,3,3,High-Value Clients,Low Potential,0.2269967431490192
C1154,Individual,Jerry,Brown,M,Usa,Utah,Home,5,Yes,Agency,0,5,1373889.96,296.23350884925514,1135.325,4,1,Premium Investors,Moderate Investor,0.33400948839015404
C1155,Individual,William,Young,M,Usa,California,Home,5,No,Website,0,5,1577625.0,314.40356525425926,1679.1066666666666,3,1,Premium Investors,High Potential Investor,0.3935404989987462
C1156,Individual,Dorothy,Kim,F,Usa,Virginia,Home,4,No,Agency,0,4,859956.66,287.8408123810682,1008.13,3,3,High-Value Clients,Low Potential,0.1838530062683702
C1157,Individual,Kenneth,Davis,M,Canada,Alberta,Investment,2,No,Website,1,2,894080.38,310.20801691089594,716.4525,4,0,Budget Buyers,Low Potential,0.1938317480603975
C1158,Individual,Joan,Pierce,F,Usa,California,Investment,2,No,Website,1,2,941360.29,311.26917145987926,972.0533333333333,3,0,Budget Buyers,Low Potential,0.20764547353852503
C1159,Individual,Gerald,Howard,M,Usa,Nevada,Investment,1,Yes,Website,1,1,1170550.92,334.37478955160805,1175.6833333333334,3,0,Budget Buyers,Low Potential,0.2746158189469852
C1160,Individual,Walter,Griffin,M,Usa,Florida,Home,2,Yes,Website,0,2,1359425.8599999999,319.87916910180417,1101.9875,4,1,Premium Investors,Moderate Investor,0.32979280441464826
C1161,Individual,Stephen,White,M,Canada,Alberta,Investment,3,Yes,Website,1,3,1298070.82,317.27829312716773,1374.9899999999998,3,0,Budget Buyers,Moderate Investor,0.3118659349566087
C1162,Individual,Charles,Nelson,M,Usa,California,Investment,2,No,Website,1,2,1116223.63,322.6787424380419,872.6800000000001,4,0,Budget Buyers,Low Potential,0.258738957019204
C1163,Individual,Noah,Morales,M,Usa,California,Home,3,Yes,Website,0,3,1202709.18,274.5996436629596,1059.8375,4,3,High-Value Clients,Moderate Investor,0.2839881297454194
C1164,Individual,Emma,Watson,F,Belgium,Wallonia,Home,3,Yes,Agency,0,3,1315287.03,279.92191536959746,1169.615,4,1,Premium Investors,Moderate Investor,0.31688144386215666
C1165,Individual,Victoria,Alexander,F,Russia,Moscow Oblast,Home,1,No,Website,0,1,970705.3999999999,302.49355231312893,1079.9266666666665,3,3,High-Value Clients,Low Potential,0.21621555425382671
C1166,Individual,Scott,Hall,M,Usa,New York,Investment,1,No,Website,1,1,1163601.79,311.1239477513616,939.4875,4,0,Budget Buyers,Low Potential,0.2725766678515065
C1167,Individual,Kevin,Alexander,M,Uk,Scotland,Home,3,No,Website,0,3,500978.64,312.422987175049,828.02,2,3,High-Value Clients,Low Potential,0.07898178711959873
C1168,Individual,Brittany,Reyes,F,Germany,Hamburg,Home,2,Yes,Agency,0,2,1081069.19,303.7050205160196,901.245,4,3,High-Value Clients,Low Potential,0.24846059224540956
C1169,Individual,Noah,Bryant,M,Russia,Saint Petersburg,Home,5,Yes,Agency,0,5,900300.22,272.46330534254247,832.615,4,3,High-Value Clients,Low Potential,0.19563416299053998
C1170,Individual,Amanda,Collins,F,Usa,Nevada,Home,1,Yes,Website,0,1,1165955.62,298.4031524399469,1009.9325,4,3,High-Value Clients,Low Potential,0.27325932039187434
C1171,Individual,Anna,Patterson,F,Usa,California,Investment,4,Yes,Website,1,4,1561809.25,296.6143175015088,1276.9875,4,0,Budget Buyers,High Potential Investor,0.3889130620928366
C1172,Individual,Victoria,Freeman,F,Usa,Nevada,Home,5,No,Website,0,5,1240274.79,308.84872209858736,990.4475,4,3,High-Value Clients,Moderate Investor,0.294976805738829
C1173,Individual,Cheryl,Price,F,Canada,Manitoba,Investment,1,No,Website,1,1,1261072.17,308.0241842217684,1014.9825,4,0,Budget Buyers,Moderate Investor,0.3010528361257347
C1174,Individual,Kenneth,White,M,Usa,Nevada,Home,2,No,Agency,0,2,1414798.99,284.4852213227559,1244.8049999999998,4,1,Premium Investors,Moderate Investor,0.3459570743150975
C1175,Individual,Evelyn,Long,F,Usa,California,Home,2,No,Website,0,2,1090844.57,282.14462290518753,1285.2966666666666,3,1,Premium Investors,Low Potential,0.2513080166645503
C1176,Individual,Lauren,Baker,F,Usa,California,Investment,4,Yes,Agency,1,4,1003328.89,293.1328929065208,1170.3533333333332,3,0,Budget Buyers,Low Potential,0.22574342779084738
C1177,Individual,Larry,Sanders,M,Usa,California,Investment,2,No,Agency,1,2,1047224.2699999999,326.498763844369,816.1600000000001,4,0,Budget Buyers,Low Potential,0.23858128800474154
C1178,Individual,Jessica,Richardson,F,Usa,California,Home,1,No,Agency,0,1,744651.07,303.42108571012227,801.46,3,3,High-Value Clients,Low Potential,0.15017088625103397
C1179,Individual,Melissa,Anderson,F,Usa,California,Home,4,No,Agency,0,4,848152.02,279.8786312107401,1045.8666666666668,3,3,High-Value Clients,Low Potential,0.1804010089323071
C1180,Individual,Deborah,Miller,F,Belgium,Brussels,Home,2,Yes,Website,0,2,1111089.24,272.55931153295217,1050.5725,4,3,High-Value Clients,Low Potential,0.2572192494684793
C1181,Individual,Judith,Hansen,F,Usa,Nevada,Investment,5,No,Website,1,5,743723.3099999999,260.87602996615857,939.3299999999999,3,0,Budget Buyers,Low Potential,0.1498833516540639
C1182,Individual,Christopher,Murray,M,Germany,Bavaria,Investment,3,Yes,Website,1,3,1522183.38,298.7934167813669,1269.065,4,0,Budget Buyers,High Potential Investor,0.37733664214705626
C1183,Individual,Carl,Rogers,M,Usa,Arizona,Investment,1,No,Website,1,1,1364593.88,309.3699818243346,1088.3825,4,0,Budget Buyers,Moderate Investor,0.3312987194219982
C1184,Individual,David,Nelson,M,France,Ile-De-France,Home,2,No,Website,0,2,500255.63,271.22767547077206,624.2366666666667,3,3,High-Value Clients,Low Potential,0.0787546963693674
C1185,Individual,Ronald,Peterson,M,Usa,California,Home,3,No,Website,0,3,1218570.99,299.6790493624279,1029.9125,4,3,High-Value Clients,Moderate Investor,0.2886321558079
C1186,Individual,Victoria,Bennett,F,Usa,Nevada,Home,3,Yes,Website,0,3,1141153.96,305.3714238326145,1221.6766666666665,3,3,High-Value Clients,Low Potential,0.26601567783127195
C1187,Individual,Melissa,Pierce,F,Usa,Nevada,Home,4,No,Website,0,4,1097539.23,337.616288257039,1092.5066666666667,3,3,High-Value Clients,Low Potential,0.2532855671633443
C1188,Individual,Matthew,White,M,Canada,Alberta,Home,1,No,Client,0,1,1437535.25,300.65439754483594,1190.4075,4,1,Premium Investors,High Potential Investor,0.3526060989842956
C1189,Individual,Peter,Alexander,M,Usa,Florida,Home,2,Yes,Client,0,2,1180295.09,300.4820655775108,989.2175,4,3,High-Value Clients,Low Potential,0.2774496129902882
C1190,Individual,Sandra,Baker,F,Usa,Texas,Home,4,No,Client,0,4,1358669.02,305.30990759703985,1115.61,4,1,Premium Investors,Moderate Investor,0.32956600721181345
C1191,Individual,Mary,Cox,F,Usa,California,Investment,3,No,Website,1,3,1095538.81,273.7011135282778,1357.1933333333334,3,0,Budget Buyers,Low Potential,0.2526763147091229
C1192,Individual,Adam,Jones,M,Usa,Florida,Home,5,No,Website,0,5,1111237.94,296.25843363984995,941.135,4,3,High-Value Clients,Low Potential,0.25727192636911705
C1193,Individual,Amy,Owens,F,Uk,England,Home,1,No,Website,0,1,946796.24,323.97836460390846,716.4525,4,3,High-Value Clients,Low Potential,0.20923871293464058
C1194,Individual,Melissa,Brooks,F,Usa,Colorado,Home,1,No,Website,0,1,1084957.53,291.0273787399834,1263.8633333333335,3,3,High-Value Clients,Low Potential,0.2495914934127465
C1195,Individual,Anna,Pierce,F,Usa,California,Home,4,Yes,Agency,0,4,1118238.91,314.13221148158135,910.925,4,3,High-Value Clients,Low Potential,0.25932432339479916
C1196,Individual,William,Freeman,M,Usa,Nevada,Home,2,No,Agency,0,2,1731153.76,318.69792285710173,1356.32,4,1,Premium Investors,High Potential Investor,0.43839800581080135
C1197,Individual,Deborah,Roberts,F,Usa,Arizona,Home,4,No,Website,0,4,1439595.57,324.20515294107616,1471.4466666666667,3,1,Premium Investors,High Potential Investor,0.35321703063617776
C1198,Individual,Lisa,Young,F,Usa,New York,Home,1,No,Agency,0,1,741123.5,275.55585699101005,1322.885,2,3,High-Value Clients,Low Potential,0.14912920610604896
C1199,Individual,Justin,Campbell,M,Usa,Colorado,Home,2,No,Website,0,2,1013002.89,278.0399550907613,910.2925,4,3,High-Value Clients,Low Potential,0.22856404416220033
C1200,Individual,Henry,Taylor,M,Usa,Utah,Home,4,No,Agency,0,4,1154020.94,303.84692961662523,1272.4233333333334,3,1,Premium Investors,Low Potential,0.26977435754518864
C1201,Individual,Timothy,Stewart,M,Usa,Oregon,Investment,1,Yes,Website,1,1,1063833.91,302.40453661508013,896.2525,4,0,Budget Buyers,Low Potential,0.2434246476621249
C1202,Company,Telnox,Co,M,Canada,Quebec,Investment,5,Yes,Website,1,5,1527115.1600000001,300.663913665422,1263.775,4,0,Budget Buyers,High Potential Investor,0.3787782613841533
C1203,Individual,Ashley,Green,F,Usa,Arizona,Home,2,Yes,Website,0,2,1083378.55,272.44314560657284,1329.57,3,1,Premium Investors,Low Potential,0.24912293212174524
C1204,Individual,William,Reed,M,Mexico,Puebla,Investment,2,Yes,Website,1,2,1231356.24,320.69687146949735,1280.28,3,0,Budget Buyers,Moderate Investor,0.29237564095332635
C1205,Individual,Patrick,Pierce,M,Belgium,Flanders,Home,4,No,Website,0,4,968123.38,298.88923322687873,1076.69,3,3,High-Value Clients,Low Potential,0.21545977583941006
C1206,Individual,Melissa,Baker,F,Usa,California,Investment,5,No,Website,1,5,941726.19,286.47864012438447,1140.3999999999999,3,0,Budget Buyers,Low Potential,0.20774271928060645
C1207,Individual,Lauren,Price,F,Usa,Texas,Home,5,Yes,Agency,0,5,1084392.98,271.7832969908455,1010.095,4,3,High-Value Clients,Low Potential,0.2494192501919349
C1208,Individual,Noah,Ward,M,Usa,Colorado,Home,1,No,Website,0,1,1277019.82,287.0008175123508,1477.03,3,1,Premium Investors,Moderate Investor,0.3057036899642946
C1209,Individual,Tiffany,Kim,F,Usa,California,Home,4,Yes,Website,0,4,1201633.01,280.06599653702597,1123.3175,4,3,High-Value Clients,Low Potential,0.2836758406069557
C1210,Individual,Dennis,Cox,M,Usa,California,Investment,1,No,Website,1,1,1146800.83,324.2114273058785,897.47,4,0,Budget Buyers,Low Potential,0.26767312359318574
C1211,Individual,Kathleen,Owens,F,Canada,British Columbia,Home,5,Yes,Website,0,5,1447927.02,312.40734862089477,1167.105,4,1,Premium Investors,High Potential Investor,0.355646782698375
C1212,Individual,Lawrence,Gray,M,Usa,California,Home,1,No,Agency,0,1,1052290.76,290.03223699889367,904.0100000000001,4,3,High-Value Clients,Low Potential,0.2400472330359168
C1213,Individual,Ruth,Martin,F,Canada,Manitoba,Home,5,No,Website,0,5,829461.56,307.65103559137043,899.9899999999999,3,3,High-Value Clients,Low Potential,0.17495114057633815
C1214,Individual,Jennifer,Peterson,F,Usa,Florida,Home,1,No,Agency,0,1,1725018.4100000001,295.9589018647372,1446.1125,4,1,Premium Investors,High Potential Investor,0.43659661687146256
C1215,Individual,Charles,Patterson,M,Usa,California,Home,3,No,Website,0,3,475892.96,315.5532280733904,763.2,2,3,High-Value Clients,Low Potential,0.07165386368578801
C1216,Individual,Martha,Jordan,F,France,Normandy,Home,4,No,Website,0,4,1191384.37,268.94886008799637,1464.8466666666666,3,1,Premium Investors,Low Potential,0.28067702729141625
C1217,Individual,William,Carter,M,Usa,California,Investment,4,Yes,Website,1,4,1007204.78,284.3015209635757,1186.4366666666667,3,0,Budget Buyers,Low Potential,0.22687238461178022
C1218,Individual,Teresa,Smith,F,Usa,California,Home,1,Yes,Website,0,1,1308613.5699999998,294.14095893216097,1121.525,4,1,Premium Investors,Moderate Investor,0.31493723544167485
C1219,Individual,Danielle,Howard,F,Usa,Arizona,Home,1,Yes,Website,0,1,867409.27,272.8212370768839,1074.6233333333332,3,3,High-Value Clients,Low Potential,0.18602454273756802
C1220,Individual,Christina,Martin,F,Usa,Colorado,Investment,4,Yes,Website,1,4,1471199.75,291.9967395985485,1254.045,4,0,Budget Buyers,High Potential Investor,0.36243839244689124
C1221,Individual,Cynthia,Thomas,F,Usa,Nevada,Investment,2,No,Agency,1,2,1354868.93,289.2757491815252,1565.3233333333335,3,0,Budget Buyers,Moderate Investor,0.32844941263422917
